ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.rendimiento30	rendimiento30	1591126866071	 	3.3.1
REQUEST	20		Login	1591126874194	1591126874196	OK	 
USER	rendimiento30	71	START	1591126874245	1591126874245
REQUEST	71		Home	1591126874246	1591126874257	OK	 
REQUEST	21		Login	1591126874297	1591126874299	OK	 
USER	rendimiento30	72	START	1591126874347	1591126874347
REQUEST	72		Home	1591126874348	1591126874351	OK	 
REQUEST	22		Login	1591126874368	1591126874369	OK	 
USER	rendimiento30	73	START	1591126874443	1591126874443
REQUEST	73		Home	1591126874445	1591126874457	OK	 
REQUEST	23		Login	1591126874474	1591126874475	OK	 
USER	rendimiento30	74	START	1591126874545	1591126874545
REQUEST	74		Home	1591126874547	1591126874587	OK	 
REQUEST	24		Login	1591126874577	1591126874587	OK	 
USER	rendimiento30	75	START	1591126874647	1591126874647
REQUEST	75		Home	1591126874649	1591126874657	OK	 
REQUEST	25		Login	1591126874679	1591126874683	OK	 
USER	rendimiento30	76	START	1591126874744	1591126874744
REQUEST	76		Home	1591126874746	1591126874755	OK	 
REQUEST	26		Login	1591126874777	1591126874780	OK	 
USER	rendimiento30	77	START	1591126874848	1591126874848
REQUEST	77		Home	1591126874849	1591126874859	OK	 
REQUEST	27		Login	1591126874874	1591126874878	OK	 
USER	rendimiento30	78	START	1591126874946	1591126874946
REQUEST	78		Home	1591126874948	1591126874957	OK	 
REQUEST	28		Login	1591126874988	1591126874992	OK	 
USER	rendimiento30	79	START	1591126875043	1591126875043
REQUEST	79		Home	1591126875045	1591126875054	OK	 
REQUEST	29		Login	1591126875086	1591126875089	OK	 
USER	rendimiento30	80	START	1591126875146	1591126875146
REQUEST	80		Home	1591126875148	1591126875153	OK	 
REQUEST	30		Login	1591126875176	1591126875178	OK	 
USER	rendimiento30	81	START	1591126875248	1591126875248
REQUEST	81		Home	1591126875250	1591126875258	OK	 
REQUEST	31		Login	1591126875286	1591126875289	OK	 
USER	rendimiento30	82	START	1591126875337	1591126875337
REQUEST	32		Login	1591126875358	1591126875361	OK	 
REQUEST	82		Home	1591126875339	1591126875377	OK	 
USER	rendimiento30	83	START	1591126875433	1591126875433
REQUEST	83		Home	1591126875435	1591126875443	OK	 
REQUEST	33		Login	1591126875464	1591126875467	OK	 
USER	rendimiento30	84	START	1591126875535	1591126875535
REQUEST	84		Home	1591126875537	1591126875546	OK	 
REQUEST	34		Login	1591126875566	1591126875570	OK	 
USER	rendimiento30	85	START	1591126875638	1591126875638
REQUEST	85		Home	1591126875640	1591126875648	OK	 
REQUEST	35		Login	1591126875680	1591126875683	OK	 
USER	rendimiento30	86	START	1591126875734	1591126875734
REQUEST	86		Home	1591126875736	1591126875745	OK	 
REQUEST	36		Login	1591126875765	1591126875768	OK	 
USER	rendimiento30	87	START	1591126875835	1591126875835
REQUEST	87		Home	1591126875837	1591126875846	OK	 
REQUEST	37		Login	1591126875866	1591126875870	OK	 
USER	rendimiento30	88	START	1591126875935	1591126875935
REQUEST	88		Home	1591126875936	1591126875940	OK	 
REQUEST	38		Login	1591126875956	1591126875957	OK	 
USER	rendimiento30	89	START	1591126876034	1591126876034
REQUEST	89		Home	1591126876036	1591126876046	OK	 
REQUEST	39		Login	1591126876068	1591126876072	OK	 
USER	rendimiento30	90	START	1591126876138	1591126876138
REQUEST	90		Home	1591126876139	1591126876147	OK	 
REQUEST	40		Login	1591126876164	1591126876168	OK	 
USER	rendimiento30	91	START	1591126876234	1591126876234
REQUEST	91		Home	1591126876234	1591126876238	OK	 
REQUEST	41		Login	1591126876264	1591126876266	OK	 
USER	rendimiento30	92	START	1591126876346	1591126876346
REQUEST	92		Home	1591126876347	1591126876356	OK	 
REQUEST	42		Login	1591126876378	1591126876381	OK	 
USER	rendimiento30	93	START	1591126876448	1591126876448
REQUEST	93		Home	1591126876449	1591126876452	OK	 
REQUEST	43		Login	1591126876464	1591126876465	OK	 
USER	rendimiento30	94	START	1591126876543	1591126876543
REQUEST	94		Home	1591126876545	1591126876554	OK	 
REQUEST	44		Login	1591126876564	1591126876569	OK	 
USER	rendimiento30	95	START	1591126876645	1591126876645
REQUEST	95		Home	1591126876646	1591126876650	OK	 
REQUEST	45		Login	1591126876666	1591126876667	OK	 
USER	rendimiento30	96	START	1591126876748	1591126876748
REQUEST	96		Home	1591126876750	1591126876759	OK	 
REQUEST	46		Login	1591126876764	1591126876768	OK	 
USER	rendimiento30	97	START	1591126876844	1591126876844
REQUEST	97		Home	1591126876846	1591126876855	OK	 
REQUEST	47		Login	1591126876866	1591126876870	OK	 
USER	rendimiento30	98	START	1591126876947	1591126876947
REQUEST	98		Home	1591126876949	1591126876957	OK	 
REQUEST	48		Login	1591126876962	1591126876968	OK	 
USER	rendimiento30	99	START	1591126877044	1591126877044
REQUEST	99		Home	1591126877045	1591126877053	OK	 
REQUEST	49		Login	1591126877066	1591126877068	OK	 
USER	rendimiento30	100	START	1591126877143	1591126877143
REQUEST	100		Home	1591126877145	1591126877153	OK	 
REQUEST	50		Login	1591126877174	1591126877178	OK	 
USER	rendimiento30	101	START	1591126877243	1591126877243
REQUEST	101		Home	1591126877244	1591126877248	OK	 
REQUEST	51		Login	1591126877273	1591126877275	OK	 
USER	rendimiento30	102	START	1591126877344	1591126877344
REQUEST	102		Home	1591126877346	1591126877355	OK	 
REQUEST	52		Login	1591126877366	1591126877370	OK	 
REQUEST	1		Logged	1591126877395	1591126877402	OK	 
REQUEST	2		Logged	1591126877395	1591126877402	OK	 
REQUEST	1		Logged Redirect 1	1591126877410	1591126877414	OK	 
REQUEST	2		Logged Redirect 1	1591126877410	1591126877416	OK	 
USER	rendimiento30	103	START	1591126877447	1591126877447
REQUEST	103		Home	1591126877448	1591126877451	OK	 
REQUEST	53		Login	1591126877468	1591126877469	OK	 
REQUEST	3		Logged	1591126877499	1591126877500	OK	 
REQUEST	3		Logged Redirect 1	1591126877501	1591126877503	OK	 
USER	rendimiento30	104	START	1591126877544	1591126877544
REQUEST	104		Home	1591126877546	1591126877554	OK	 
REQUEST	54		Login	1591126877576	1591126877579	OK	 
REQUEST	4		Logged	1591126877588	1591126877592	OK	 
REQUEST	4		Logged Redirect 1	1591126877593	1591126877598	OK	 
USER	rendimiento30	105	START	1591126877643	1591126877643
REQUEST	105		Home	1591126877645	1591126877652	OK	 
REQUEST	55		Login	1591126877675	1591126877678	OK	 
REQUEST	5		Logged	1591126877697	1591126877701	OK	 
REQUEST	5		Logged Redirect 1	1591126877703	1591126877707	OK	 
USER	rendimiento30	106	START	1591126877746	1591126877746
REQUEST	106		Home	1591126877747	1591126877754	OK	 
REQUEST	56		Login	1591126877768	1591126877771	OK	 
REQUEST	6		Logged	1591126877788	1591126877791	OK	 
REQUEST	6		Logged Redirect 1	1591126877793	1591126877797	OK	 
USER	rendimiento30	107	START	1591126877844	1591126877844
REQUEST	107		Home	1591126877845	1591126877853	OK	 
REQUEST	57		Login	1591126877876	1591126877879	OK	 
REQUEST	7		Logged	1591126877907	1591126877910	OK	 
REQUEST	7		Logged Redirect 1	1591126877912	1591126877916	OK	 
USER	rendimiento30	108	START	1591126877946	1591126877946
REQUEST	108		Home	1591126877947	1591126877955	OK	 
REQUEST	58		Login	1591126877979	1591126877982	OK	 
REQUEST	8		Logged	1591126877985	1591126877987	OK	 
REQUEST	8		Logged Redirect 1	1591126877989	1591126877994	OK	 
USER	rendimiento30	109	START	1591126878045	1591126878045
REQUEST	109		Home	1591126878046	1591126878055	OK	 
REQUEST	59		Login	1591126878066	1591126878069	OK	 
REQUEST	9		Logged	1591126878087	1591126878091	OK	 
REQUEST	9		Logged Redirect 1	1591126878092	1591126878094	OK	 
USER	rendimiento30	110	START	1591126878146	1591126878146
REQUEST	110		Home	1591126878147	1591126878151	OK	 
REQUEST	60		Login	1591126878177	1591126878180	OK	 
REQUEST	10		Logged	1591126878188	1591126878190	OK	 
REQUEST	10		Logged Redirect 1	1591126878192	1591126878196	OK	 
USER	rendimiento30	111	START	1591126878243	1591126878243
REQUEST	111		Home	1591126878245	1591126878254	OK	 
REQUEST	61		Login	1591126878276	1591126878279	OK	 
REQUEST	11		Logged	1591126878287	1591126878291	OK	 
REQUEST	11		Logged Redirect 1	1591126878294	1591126878299	OK	 
USER	rendimiento30	112	START	1591126878346	1591126878346
REQUEST	112		Home	1591126878347	1591126878350	OK	 
REQUEST	62		Login	1591126878378	1591126878379	OK	 
REQUEST	12		Logged	1591126878388	1591126878389	OK	 
REQUEST	12		Logged Redirect 1	1591126878390	1591126878392	OK	 
USER	rendimiento30	113	START	1591126878443	1591126878443
REQUEST	113		Home	1591126878444	1591126878448	OK	 
REQUEST	63		Login	1591126878474	1591126878475	OK	 
REQUEST	13		Logged	1591126878485	1591126878488	OK	 
REQUEST	13		Logged Redirect 1	1591126878490	1591126878494	OK	 
USER	rendimiento30	114	START	1591126878545	1591126878545
REQUEST	114		Home	1591126878546	1591126878554	OK	 
REQUEST	64		Login	1591126878566	1591126878568	OK	 
REQUEST	14		Logged	1591126878587	1591126878590	OK	 
REQUEST	14		Logged Redirect 1	1591126878592	1591126878597	OK	 
USER	rendimiento30	115	START	1591126878648	1591126878648
REQUEST	115		Home	1591126878650	1591126878658	OK	 
REQUEST	65		Login	1591126878674	1591126878677	OK	 
REQUEST	15		Logged	1591126878684	1591126878687	OK	 
REQUEST	15		Logged Redirect 1	1591126878689	1591126878691	OK	 
USER	rendimiento30	116	START	1591126878744	1591126878744
REQUEST	116		Home	1591126878745	1591126878748	OK	 
REQUEST	16		Logged	1591126878776	1591126878778	OK	 
REQUEST	66		Login	1591126878775	1591126878778	OK	 
REQUEST	16		Logged Redirect 1	1591126878780	1591126878785	OK	 
USER	rendimiento30	117	START	1591126878847	1591126878847
REQUEST	117		Home	1591126878849	1591126878856	OK	 
REQUEST	67		Login	1591126878879	1591126878882	OK	 
REQUEST	17		Logged	1591126878884	1591126878887	OK	 
REQUEST	17		Logged Redirect 1	1591126878889	1591126878895	OK	 
USER	rendimiento30	118	START	1591126878944	1591126878944
REQUEST	118		Home	1591126878945	1591126878950	OK	 
REQUEST	68		Login	1591126878966	1591126878968	OK	 
REQUEST	18		Logged	1591126878987	1591126878989	OK	 
REQUEST	18		Logged Redirect 1	1591126878990	1591126878993	OK	 
USER	rendimiento30	119	START	1591126879047	1591126879047
REQUEST	119		Home	1591126879047	1591126879050	OK	 
REQUEST	69		Login	1591126879077	1591126879078	OK	 
REQUEST	19		Logged	1591126879088	1591126879089	OK	 
REQUEST	19		Logged Redirect 1	1591126879090	1591126879093	OK	 
USER	rendimiento30	120	START	1591126879143	1591126879143
REQUEST	120		Home	1591126879145	1591126879152	OK	 
REQUEST	70		Login	1591126879164	1591126879167	OK	 
REQUEST	20		Logged	1591126879196	1591126879199	OK	 
REQUEST	20		Logged Redirect 1	1591126879200	1591126879205	OK	 
USER	rendimiento30	121	START	1591126879247	1591126879247
REQUEST	121		Home	1591126879248	1591126879256	OK	 
REQUEST	71		Login	1591126879274	1591126879277	OK	 
REQUEST	21		Logged	1591126879285	1591126879288	OK	 
REQUEST	21		Logged Redirect 1	1591126879290	1591126879295	OK	 
USER	rendimiento30	122	START	1591126879334	1591126879334
REQUEST	122		Home	1591126879337	1591126879346	OK	 
REQUEST	72		Login	1591126879366	1591126879370	OK	 
REQUEST	22		Logged	1591126879377	1591126879381	OK	 
REQUEST	22		Logged Redirect 1	1591126879381	1591126879388	OK	 
USER	rendimiento30	123	START	1591126879436	1591126879436
REQUEST	123		Home	1591126879437	1591126879441	OK	 
REQUEST	73		Login	1591126879477	1591126879478	OK	 
REQUEST	23		Logged	1591126879487	1591126879489	OK	 
REQUEST	23		Logged Redirect 1	1591126879489	1591126879492	OK	 
USER	rendimiento30	124	START	1591126879537	1591126879537
REQUEST	124		Home	1591126879537	1591126879541	OK	 
REQUEST	24		Logged	1591126879588	1591126879590	OK	 
REQUEST	24		Logged Redirect 1	1591126879591	1591126879592	OK	 
REQUEST	74		Login	1591126879609	1591126879610	OK	 
USER	rendimiento30	125	START	1591126879633	1591126879633
REQUEST	125		Home	1591126879634	1591126879637	OK	 
REQUEST	25		Logged	1591126879675	1591126879678	OK	 
REQUEST	75		Login	1591126879675	1591126879678	OK	 
REQUEST	25		Logged Redirect 1	1591126879680	1591126879684	OK	 
USER	rendimiento30	126	START	1591126879738	1591126879738
REQUEST	126		Home	1591126879739	1591126879749	OK	 
REQUEST	26		Logged	1591126879775	1591126879778	OK	 
REQUEST	76		Login	1591126879774	1591126879777	OK	 
REQUEST	26		Logged Redirect 1	1591126879780	1591126879785	OK	 
USER	rendimiento30	127	START	1591126879835	1591126879835
REQUEST	127		Home	1591126879837	1591126879848	OK	 
REQUEST	27		Logged	1591126879878	1591126879880	OK	 
REQUEST	77		Login	1591126879878	1591126879880	OK	 
REQUEST	27		Logged Redirect 1	1591126879882	1591126879885	OK	 
USER	rendimiento30	128	START	1591126879933	1591126879933
REQUEST	128		Home	1591126879934	1591126879939	OK	 
REQUEST	78		Login	1591126879975	1591126879977	OK	 
REQUEST	28		Logged	1591126879986	1591126879988	OK	 
REQUEST	28		Logged Redirect 1	1591126879989	1591126879991	OK	 
USER	rendimiento30	129	START	1591126880036	1591126880036
REQUEST	129		Home	1591126880037	1591126880043	OK	 
REQUEST	79		Login	1591126880078	1591126880081	OK	 
REQUEST	29		Logged	1591126880090	1591126880093	OK	 
REQUEST	29		Logged Redirect 1	1591126880094	1591126880099	OK	 
USER	rendimiento30	130	START	1591126880133	1591126880133
REQUEST	130		Home	1591126880134	1591126880139	OK	 
REQUEST	80		Login	1591126880164	1591126880167	OK	 
REQUEST	30		Logged	1591126880175	1591126880178	OK	 
REQUEST	30		Logged Redirect 1	1591126880179	1591126880185	OK	 
USER	rendimiento30	131	START	1591126880236	1591126880236
REQUEST	131		Home	1591126880237	1591126880245	OK	 
REQUEST	31		Logged	1591126880290	1591126880294	OK	 
REQUEST	81		Login	1591126880289	1591126880293	OK	 
REQUEST	31		Logged Redirect 1	1591126880295	1591126880300	OK	 
USER	rendimiento30	132	START	1591126880333	1591126880333
REQUEST	132		Home	1591126880334	1591126880340	OK	 
REQUEST	32		Logged	1591126880356	1591126880358	OK	 
REQUEST	32		Logged Redirect 1	1591126880360	1591126880364	OK	 
REQUEST	82		Login	1591126880396	1591126880397	OK	 
USER	rendimiento30	133	START	1591126880436	1591126880436
REQUEST	133		Home	1591126880437	1591126880446	OK	 
REQUEST	33		Logged	1591126880468	1591126880469	OK	 
REQUEST	83		Login	1591126880467	1591126880469	OK	 
REQUEST	33		Logged Redirect 1	1591126880470	1591126880472	OK	 
USER	rendimiento30	134	START	1591126880538	1591126880538
REQUEST	134		Home	1591126880538	1591126880541	OK	 
REQUEST	34		Logged	1591126880570	1591126880573	OK	 
REQUEST	84		Login	1591126880569	1591126880573	OK	 
REQUEST	34		Logged Redirect 1	1591126880575	1591126880580	OK	 
USER	rendimiento30	135	START	1591126880635	1591126880635
REQUEST	135		Home	1591126880637	1591126880644	OK	 
REQUEST	35		Logged	1591126880668	1591126880671	OK	 
REQUEST	85		Login	1591126880667	1591126880670	OK	 
REQUEST	35		Logged Redirect 1	1591126880672	1591126880677	OK	 
USER	rendimiento30	136	START	1591126880734	1591126880734
REQUEST	136		Home	1591126880736	1591126880744	OK	 
REQUEST	36		Logged	1591126880768	1591126880770	OK	 
REQUEST	86		Login	1591126880767	1591126880770	OK	 
REQUEST	36		Logged Redirect 1	1591126880772	1591126880777	OK	 
USER	rendimiento30	137	START	1591126880838	1591126880838
REQUEST	137		Home	1591126880840	1591126880847	OK	 
REQUEST	87		Login	1591126880864	1591126880866	OK	 
REQUEST	37		Logged	1591126880874	1591126880877	OK	 
REQUEST	37		Logged Redirect 1	1591126880878	1591126880882	OK	 
USER	rendimiento30	138	START	1591126880936	1591126880936
REQUEST	138		Home	1591126880937	1591126880944	OK	 
REQUEST	88		Login	1591126880958	1591126880961	OK	 
REQUEST	38		Logged	1591126880968	1591126880971	OK	 
REQUEST	38		Logged Redirect 1	1591126880973	1591126880978	OK	 
USER	rendimiento30	139	START	1591126881034	1591126881034
REQUEST	139		Home	1591126881035	1591126881042	OK	 
REQUEST	89		Login	1591126881066	1591126881069	OK	 
REQUEST	39		Logged	1591126881077	1591126881080	OK	 
REQUEST	39		Logged Redirect 1	1591126881081	1591126881085	OK	 
USER	rendimiento30	140	START	1591126881137	1591126881137
REQUEST	140		Home	1591126881137	1591126881141	OK	 
REQUEST	90		Login	1591126881158	1591126881159	OK	 
REQUEST	40		Logged	1591126881168	1591126881169	OK	 
REQUEST	40		Logged Redirect 1	1591126881170	1591126881172	OK	 
USER	rendimiento30	141	START	1591126881234	1591126881234
REQUEST	141		Home	1591126881236	1591126881243	OK	 
REQUEST	91		Login	1591126881256	1591126881260	OK	 
REQUEST	41		Logged	1591126881275	1591126881277	OK	 
REQUEST	41		Logged Redirect 1	1591126881277	1591126881279	OK	 
USER	rendimiento30	142	START	1591126881347	1591126881347
REQUEST	142		Home	1591126881349	1591126881356	OK	 
REQUEST	42		Logged	1591126881379	1591126881382	OK	 
REQUEST	92		Login	1591126881378	1591126881382	OK	 
REQUEST	42		Logged Redirect 1	1591126881383	1591126881391	OK	 
USER	rendimiento30	143	START	1591126881443	1591126881443
REQUEST	143		Home	1591126881444	1591126881447	OK	 
REQUEST	43		Logged	1591126881464	1591126881467	OK	 
REQUEST	93		Login	1591126881464	1591126881467	OK	 
REQUEST	43		Logged Redirect 1	1591126881468	1591126881472	OK	 
USER	rendimiento30	144	START	1591126881545	1591126881545
REQUEST	144		Home	1591126881545	1591126881549	OK	 
REQUEST	44		Logged	1591126881565	1591126881566	OK	 
REQUEST	94		Login	1591126881565	1591126881566	OK	 
REQUEST	44		Logged Redirect 1	1591126881567	1591126881569	OK	 
USER	rendimiento30	145	START	1591126881646	1591126881646
REQUEST	145		Home	1591126881647	1591126881655	OK	 
REQUEST	95		Login	1591126881668	1591126881671	OK	 
REQUEST	45		Logged	1591126881679	1591126881682	OK	 
REQUEST	45		Logged Redirect 1	1591126881684	1591126881689	OK	 
USER	rendimiento30	146	START	1591126881744	1591126881744
REQUEST	146		Home	1591126881744	1591126881747	OK	 
REQUEST	46		Logged	1591126881764	1591126881766	OK	 
REQUEST	96		Login	1591126881764	1591126881766	OK	 
REQUEST	46		Logged Redirect 1	1591126881766	1591126881768	OK	 
USER	rendimiento30	147	START	1591126881846	1591126881846
REQUEST	147		Home	1591126881848	1591126881855	OK	 
REQUEST	47		Logged	1591126881868	1591126881871	OK	 
REQUEST	47		Logged Redirect 1	1591126881873	1591126881877	OK	 
REQUEST	97		Login	1591126881879	1591126881882	OK	 
USER	rendimiento30	148	START	1591126881945	1591126881945
REQUEST	148		Home	1591126881947	1591126881954	OK	 
REQUEST	48		Logged	1591126881968	1591126881971	OK	 
