ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.rendimiento30	rendimiento30	1591122628344	 	3.3.1
REQUEST	726		Logged Redirect 1	1591122688750	1591122704050	OK	 
REQUEST	734		Logged Redirect 1	1591122688750	1591122704051	OK	 
REQUEST	1478		Home	1591122688515	1591122704052	OK	 
REQUEST	350		request_4	1591122703601	1591122704053	OK	 
REQUEST	795		Logged	1591122685046	1591122704056	OK	 
REQUEST	539		Logged Redirect 1	1591122688753	1591122704058	OK	 
REQUEST	1483		Home	1591122688745	1591122704059	OK	 
USER	rendimiento30	1867	START	1591122704085	1591122704085
REQUEST	799		Logged	1591122685000	1591122704088	OK	 
REQUEST	1479		Home	1591122688628	1591122704093	OK	 
REQUEST	727		Logged Redirect 1	1591122688745	1591122704094	OK	 
REQUEST	839		Logged	1591122688745	1591122704094	OK	 
REQUEST	611		List Products	1591122688326	1591122704101	OK	 
USER	rendimiento30	1869	START	1591122704201	1591122704201
USER	rendimiento30	1868	START	1591122704201	1591122704201
USER	rendimiento30	1870	START	1591122704201	1591122704201
REQUEST	560		Logged Redirect 1	1591122688639	1591122704221	OK	 
REQUEST	800		Logged	1591122685095	1591122704222	OK	 
REQUEST	652		Logged Redirect 1	1591122688759	1591122704234	OK	 
REQUEST	660		Logged Redirect 1	1591122688760	1591122704235	OK	 
REQUEST	700		Logged	1591122678580	1591122704236	OK	 
REQUEST	724		Logged Redirect 1	1591122688760	1591122704237	OK	 
USER	rendimiento30	1871	START	1591122704248	1591122704248
REQUEST	1480		Home	1591122688631	1591122704281	OK	 
REQUEST	540		request_4	1591122704230	1591122704301	OK	 
USER	rendimiento30	1872	START	1591122704297	1591122704297
REQUEST	611		request_4	1591122704243	1591122704312	OK	 
USER	rendimiento30	1873	START	1591122704327	1591122704327
REQUEST	42		Create Product Redirect 1	1591122672612	1591122704374	OK	 
REQUEST	136		Create Product	1591122682674	1591122704375	OK	 
REQUEST	448		request_4	1591122704221	1591122704403	OK	 
REQUEST	502		List Products	1591122688059	1591122704496	OK	 
REQUEST	1210		Login	1591122688872	1591122704561	OK	 
REQUEST	1485		Home	1591122688868	1591122704563	OK	 
USER	rendimiento30	1874	START	1591122704563	1591122704563
REQUEST	1205		Login	1591122688869	1591122704564	OK	 
USER	rendimiento30	1875	START	1591122704566	1591122704566
USER	rendimiento30	1876	START	1591122704577	1591122704577
USER	rendimiento30	1877	START	1591122704591	1591122704591
USER	rendimiento30	1878	START	1591122704595	1591122704595
USER	rendimiento30	1879	START	1591122704595	1591122704595
USER	rendimiento30	1880	START	1591122704599	1591122704599
REQUEST	561		List Products	1591122684487	1591122704632	OK	 
REQUEST	130		Create Product	1591122684869	1591122704634	OK	 
USER	rendimiento30	1881	START	1591122704667	1591122704667
USER	rendimiento30	1882	START	1591122704704	1591122704704
REQUEST	1206		Login	1591122688871	1591122704717	OK	 
REQUEST	561		request_4	1591122704672	1591122704741	OK	 
USER	rendimiento30	153	END	1591122635518	1591122704765
USER	rendimiento30	1883	START	1591122704766	1591122704766
REQUEST	502		request_4	1591122704714	1591122704784	OK	 
USER	rendimiento30	1884	START	1591122704808	1591122704808
USER	rendimiento30	181	END	1591122636652	1591122704810
REQUEST	433		request_4	1591122704213	1591122704813	OK	 
USER	rendimiento30	1885	START	1591122704823	1591122704823
USER	rendimiento30	1886	START	1591122704941	1591122704941
USER	rendimiento30	1887	START	1591122704945	1591122704945
USER	rendimiento30	1888	START	1591122704945	1591122704945
REQUEST	576		List Products	1591122684588	1591122704976	OK	 
REQUEST	790		Logged	1591122684588	1591122704977	OK	 
REQUEST	145		Create Product	1591122682849	1591122704977	OK	 
REQUEST	567		Logged Redirect 1	1591122688924	1591122705055	OK	 
USER	rendimiento30	1889	START	1591122705057	1591122705057
USER	rendimiento30	1890	START	1591122705057	1591122705057
REQUEST	573		Logged Redirect 1	1591122688924	1591122705057	OK	 
REQUEST	1481		Home	1591122688744	1591122705058	OK	 
REQUEST	717		Logged Redirect 1	1591122688928	1591122705058	OK	 
REQUEST	1204		Login	1591122688872	1591122705059	OK	 
REQUEST	252		Create product	1591122688868	1591122705060	OK	 
REQUEST	1484		Home	1591122688866	1591122705061	OK	 
REQUEST	1482		Home	1591122688745	1591122705063	OK	 
REQUEST	746		Logged Redirect 1	1591122688927	1591122705065	OK	 
REQUEST	790		Logged Redirect 1	1591122704977	1591122705066	OK	 
REQUEST	708		Logged Redirect 1	1591122688942	1591122705097	OK	 
USER	rendimiento30	1891	START	1591122705101	1591122705101
USER	rendimiento30	1892	START	1591122705106	1591122705106
REQUEST	553		Logged Redirect 1	1591122688941	1591122705109	OK	 
REQUEST	704		Logged Redirect 1	1591122688943	1591122705115	OK	 
REQUEST	752		Logged Redirect 1	1591122688941	1591122705115	OK	 
USER	rendimiento30	1893	START	1591122705145	1591122705145
USER	rendimiento30	1894	START	1591122705181	1591122705181
USER	rendimiento30	1895	START	1591122705227	1591122705227
REQUEST	203		List Products	1591122684588	1591122705229	OK	 
REQUEST	709		Logged	1591122682531	1591122705231	OK	 
REQUEST	343		Create Product	1591122682943	1591122705232	OK	 
REQUEST	146		Create Product	1591122689020	1591122705233	OK	 
REQUEST	1487		Home	1591122689023	1591122705235	OK	 
REQUEST	1488		Home	1591122689026	1591122705245	OK	 
USER	rendimiento30	1896	START	1591122705270	1591122705270
REQUEST	574		List Products	1591122688866	1591122705306	OK	 
REQUEST	576		request_4	1591122705111	1591122705318	OK	 
USER	rendimiento30	1897	START	1591122705329	1591122705329
REQUEST	203		request_4	1591122705268	1591122705336	OK	 
USER	rendimiento30	1898	START	1591122705358	1591122705358
USER	rendimiento30	1899	START	1591122705380	1591122705380
REQUEST	145		Create Product Redirect 1	1591122704977	1591122705429	OK	 
REQUEST	1489		Home	1591122689029	1591122705468	OK	 
REQUEST	1208		Login	1591122689030	1591122705469	OK	 
REQUEST	1490		Home	1591122689031	1591122705471	OK	 
REQUEST	1486		Home	1591122688873	1591122705475	OK	 
USER	rendimiento30	1900	START	1591122705477	1591122705477
USER	rendimiento30	1901	START	1591122705479	1591122705479
USER	rendimiento30	1902	START	1591122705522	1591122705522
USER	rendimiento30	28	END	1591122630540	1591122705557
USER	rendimiento30	1903	START	1591122705557	1591122705557
REQUEST	343		Create Product Redirect 1	1591122705232	1591122705574	OK	 
REQUEST	715		Logged	1591122682524	1591122705575	OK	 
REQUEST	1209		Login	1591122689120	1591122705576	OK	 
REQUEST	283		Create Product	1591122685755	1591122705584	OK	 
REQUEST	1506		Home	1591122689652	1591122705584	OK	 
REQUEST	1523		Home	1591122690333	1591122705585	OK	 
REQUEST	860		Logged	1591122690062	1591122705585	OK	 
REQUEST	267		Create product	1591122689451	1591122705588	OK	 
REQUEST	187		Create product	1591122689349	1591122705589	OK	 
REQUEST	841		Logged	1591122689120	1591122705578	OK	 
REQUEST	632		Logged Redirect 1	1591122689934	1591122705593	OK	 
REQUEST	774		Logged	1591122683414	1591122705593	OK	 
REQUEST	733		Logged	1591122682531	1591122705593	OK	 
REQUEST	861		Logged	1591122689959	1591122705593	OK	 
REQUEST	440		Logged Redirect 1	1591122690295	1591122705594	OK	 
REQUEST	450		Create product	1591122689736	1591122705596	OK	 
REQUEST	764		Logged Redirect 1	1591122689964	1591122705603	OK	 
REQUEST	1228		Login	1591122689735	1591122705604	OK	 
USER	rendimiento30	1904	START	1591122705607	1591122705607
REQUEST	447		Logged Redirect 1	1591122690200	1591122705624	OK	 
REQUEST	1527		Home	1591122690476	1591122705624	OK	 
USER	rendimiento30	1905	START	1591122705624	1591122705624
REQUEST	759		Logged	1591122682852	1591122705625	OK	 
USER	rendimiento30	1906	START	1591122705639	1591122705639
REQUEST	418		List Products	1591122679019	1591122705653	OK	 
USER	rendimiento30	1907	START	1591122705684	1591122705684
REQUEST	574		request_4	1591122705353	1591122705714	OK	 
USER	rendimiento30	1908	START	1591122705720	1591122705720
REQUEST	11		Create Product Redirect 1	1591122674408	1591122705742	OK	 
USER	rendimiento30	1909	START	1591122705770	1591122705770
REQUEST	418		request_4	1591122705708	1591122705776	OK	 
REQUEST	1515		Home	1591122690000	1591122705785	OK	 
REQUEST	385		List Products	1591122678095	1591122705787	OK	 
REQUEST	844		Logged	1591122689649	1591122705790	OK	 
REQUEST	844		Logged Redirect 1	1591122705790	1591122705794	OK	 
USER	rendimiento30	1910	START	1591122705856	1591122705856
USER	rendimiento30	1911	START	1591122705860	1591122705860
USER	rendimiento30	1912	START	1591122705903	1591122705903
REQUEST	385		request_4	1591122705861	1591122705928	OK	 
USER	rendimiento30	1913	START	1591122705944	1591122705944
REQUEST	604		List Products	1591122688744	1591122705990	OK	 
REQUEST	807		Logged	1591122685864	1591122706006	OK	 
REQUEST	1498		Home	1591122689347	1591122706008	OK	 
REQUEST	867		Logged	1591122690181	1591122706010	OK	 
REQUEST	864		Logged	1591122690181	1591122706011	OK	 
REQUEST	864		Logged Redirect 1	1591122706011	1591122706013	OK	 
REQUEST	1216		Login	1591122689642	1591122706015	OK	 
REQUEST	1494		Home	1591122689176	1591122706017	OK	 
REQUEST	1215		Login	1591122689642	1591122706017	OK	 
REQUEST	1214		Login	1591122689642	1591122706018	OK	 
REQUEST	1504		Home	1591122689575	1591122706021	OK	 
REQUEST	1505		Home	1591122689643	1591122706023	OK	 
USER	rendimiento30	1914	START	1591122706029	1591122706029
USER	rendimiento30	1915	START	1591122706037	1591122706037
USER	rendimiento30	1916	START	1591122706040	1591122706040
REQUEST	1512		Home	1591122689929	1591122706046	OK	 
REQUEST	1518		Home	1591122690123	1591122706051	OK	 
REQUEST	599		List Products	1591122688633	1591122706072	OK	 
REQUEST	604		request_4	1591122706038	1591122706095	OK	 
USER	rendimiento30	1918	START	1591122706123	1591122706123
USER	rendimiento30	1917	START	1591122706123	1591122706123
REQUEST	608		List Products	1591122688745	1591122706127	OK	 
REQUEST	1221		Login	1591122689792	1591122706168	OK	 
REQUEST	457		Create product	1591122689739	1591122706168	OK	 
REQUEST	188		Create Product Redirect 1	1591122703745	1591122706170	OK	 
USER	rendimiento30	1919	START	1591122706175	1591122706175
REQUEST	750		Logged Redirect 1	1591122689156	1591122706177	OK	 
REQUEST	803		Logged	1591122685869	1591122706178	OK	 
REQUEST	802		Logged	1591122685869	1591122706178	OK	 
REQUEST	1522		Home	1591122690315	1591122706179	OK	 
REQUEST	847		Logged	1591122689930	1591122706179	OK	 
REQUEST	263		Create product	1591122690221	1591122706181	OK	 
REQUEST	599		request_4	1591122706110	1591122706182	OK	 
USER	rendimiento30	1920	START	1591122706200	1591122706200
USER	rendimiento30	1921	START	1591122706240	1591122706240
REQUEST	40		Create Product	1591122685867	1591122706254	OK	 
USER	rendimiento30	1922	START	1591122706280	1591122706280
USER	rendimiento30	1923	START	1591122706320	1591122706320
USER	rendimiento30	1924	START	1591122706360	1591122706360
USER	rendimiento30	1925	START	1591122706400	1591122706400
REQUEST	608		request_4	1591122706253	1591122706413	OK	 
USER	rendimiento30	1926	START	1591122706440	1591122706440
REQUEST	577		List Products	1591122685863	1591122706472	OK	 
USER	rendimiento30	1927	START	1591122706514	1591122706514
REQUEST	483		Create product	1591122689278	1591122706519	OK	 
REQUEST	453		Create product	1591122690042	1591122706523	OK	 
REQUEST	1502		Home	1591122689501	1591122706528	OK	 
REQUEST	1516		Home	1591122690043	1591122706531	OK	 
REQUEST	1510		Home	1591122689846	1591122706534	OK	 
USER	rendimiento30	1928	START	1591122706590	1591122706590
REQUEST	577		request_4	1591122706519	1591122706592	OK	 
USER	rendimiento30	1929	START	1591122706594	1591122706594
USER	rendimiento30	1930	START	1591122706636	1591122706636
REQUEST	1511		Home	1591122689848	1591122706645	OK	 
REQUEST	1211		Login	1591122689451	1591122706647	OK	 
REQUEST	641		List Products	1591122689846	1591122706660	OK	 
REQUEST	770		Logged	1591122683548	1591122706661	OK	 
REQUEST	778		Logged	1591122683548	1591122706662	OK	 
REQUEST	1222		Login	1591122689792	1591122706662	OK	 
REQUEST	778		Logged Redirect 1	1591122706662	1591122706665	OK	 
REQUEST	430		Logged Redirect 1	1591122689598	1591122706665	OK	 
REQUEST	1203		Login	1591122689450	1591122706667	OK	 
REQUEST	362		Create Product	1591122689650	1591122706669	OK	 
REQUEST	1212		Login	1591122689145	1591122706685	OK	 
REQUEST	1218		Login	1591122689735	1591122706685	OK	 
REQUEST	1491		Home	1591122689121	1591122706687	OK	 
REQUEST	1507		Home	1591122689737	1591122706690	OK	 
REQUEST	1499		Home	1591122689379	1591122706693	OK	 
REQUEST	1223		Login	1591122689734	1591122706695	OK	 
REQUEST	239		Logged Redirect 1	1591122689698	1591122706700	OK	 
REQUEST	687		Logged Redirect 1	1591122689933	1591122706702	OK	 
REQUEST	1520		Home	1591122690201	1591122706705	OK	 
REQUEST	1225		Login	1591122689792	1591122706717	OK	 
REQUEST	1501		Home	1591122689452	1591122706723	OK	 
REQUEST	1509		Home	1591122689790	1591122706725	OK	 
REQUEST	1525		Home	1591122690433	1591122706730	OK	 
REQUEST	578		List Products	1591122690170	1591122706748	OK	 
REQUEST	83		Create Product Redirect 1	1591122686009	1591122706794	OK	 
USER	rendimiento30	1931	START	1591122706835	1591122706835
USER	rendimiento30	1932	START	1591122706836	1591122706836
USER	rendimiento30	103	END	1591122633518	1591122706840
USER	rendimiento30	1933	START	1591122706839	1591122706839
USER	rendimiento30	1934	START	1591122706847	1591122706847
USER	rendimiento30	1935	START	1591122706848	1591122706848
USER	rendimiento30	1936	START	1591122706851	1591122706851
REQUEST	1497		Home	1591122689279	1591122706855	OK	 
REQUEST	1524		Home	1591122690373	1591122706857	OK	 
REQUEST	578		request_4	1591122706792	1591122706859	OK	 
REQUEST	641		request_4	1591122706715	1591122706861	OK	 
REQUEST	451		List Products	1591122685866	1591122706877	OK	 
REQUEST	1224		Login	1591122689734	1591122706905	OK	 
REQUEST	1519		Home	1591122690160	1591122706908	OK	 
REQUEST	1213		Login	1591122689350	1591122706909	OK	 
REQUEST	1492		Home	1591122689121	1591122706912	OK	 
REQUEST	281		Create product	1591122689121	1591122706938	OK	 
USER	rendimiento30	1937	START	1591122706944	1591122706944
USER	rendimiento30	1938	START	1591122706946	1591122706946
USER	rendimiento30	1939	START	1591122706982	1591122706982
REQUEST	451		request_4	1591122706920	1591122706987	OK	 
USER	rendimiento30	60	END	1591122631809	1591122707023
USER	rendimiento30	1940	START	1591122707024	1591122707024
USER	rendimiento30	158	END	1591122635720	1591122707078
USER	rendimiento30	1941	START	1591122707078	1591122707078
USER	rendimiento30	1942	START	1591122707120	1591122707120
REQUEST	520		List Products	1591122683547	1591122707140	OK	 
USER	rendimiento30	1943	START	1591122707163	1591122707163
USER	rendimiento30	1944	START	1591122707168	1591122707168
USER	rendimiento30	1945	START	1591122707217	1591122707217
REQUEST	520		request_4	1591122707178	1591122707258	OK	 
REQUEST	419		List Products	1591122666464	1591122707281	OK	 
USER	rendimiento30	1946	START	1591122707330	1591122707330
USER	rendimiento30	1947	START	1591122707333	1591122707333
USER	rendimiento30	1948	START	1591122707340	1591122707340
REQUEST	606		Logged	1591122666529	1591122707361	OK	 
REQUEST	283		Create Product Redirect 1	1591122705584	1591122707422	OK	 
REQUEST	1227		Login	1591122689735	1591122707465	OK	 
REQUEST	394		List Products	1591122686157	1591122707480	OK	 
REQUEST	804		Logged	1591122686275	1591122707480	OK	 
REQUEST	1220		Login	1591122689734	1591122707492	OK	 
REQUEST	1500		Home	1591122689448	1591122707495	OK	 
REQUEST	1207		Login	1591122689145	1591122707499	OK	 
REQUEST	1496		Home	1591122689278	1591122707504	OK	 
REQUEST	1513		Home	1591122689929	1591122707514	OK	 
REQUEST	1514		Home	1591122689961	1591122707519	OK	 
REQUEST	302		Create product	1591122689791	1591122707524	OK	 
REQUEST	1229		Login	1591122689792	1591122707526	OK	 
USER	rendimiento30	1949	START	1591122707531	1591122707531
USER	rendimiento30	1950	START	1591122707535	1591122707535
USER	rendimiento30	1951	START	1591122707537	1591122707537
USER	rendimiento30	1953	START	1591122707544	1591122707544
USER	rendimiento30	1954	START	1591122707545	1591122707545
USER	rendimiento30	1952	START	1591122707543	1591122707543
USER	rendimiento30	34	END	1591122630788	1591122707555
REQUEST	362		Create Product Redirect 1	1591122706669	1591122707567	OK	 
REQUEST	168		Create Product	1591122680589	1591122707568	OK	 
REQUEST	419		request_4	1591122707282	1591122707593	OK	 
REQUEST	1217		Login	1591122689792	1591122707598	OK	 
REQUEST	1495		Home	1591122689216	1591122707607	OK	 
REQUEST	394		request_4	1591122707517	1591122707609	OK	 
REQUEST	1226		Login	1591122689736	1591122707609	OK	 
REQUEST	329		List Products	1591122686268	1591122707647	OK	 
REQUEST	773		Logged	1591122683656	1591122707648	OK	 
REQUEST	276		Create product	1591122690200	1591122707655	OK	 
REQUEST	179		Create Product	1591122686383	1591122707656	OK	 
REQUEST	1508		Home	1591122689738	1591122707657	OK	 
REQUEST	136		Create Product Redirect 1	1591122704375	1591122707686	OK	 
REQUEST	165		Create Product	1591122683667	1591122707687	OK	 
REQUEST	1503		Home	1591122689521	1591122707695	OK	 
REQUEST	1517		Home	1591122690083	1591122707698	OK	 
REQUEST	243		Create product	1591122689451	1591122707705	OK	 
REQUEST	1219		Login	1591122689735	1591122707707	OK	 
REQUEST	1493		Home	1591122689122	1591122707709	OK	 
REQUEST	1521		Home	1591122690257	1591122707716	OK	 
REQUEST	443		Create product	1591122689873	1591122707720	OK	 
REQUEST	384		Create product	1591122690433	1591122707727	OK	 
USER	rendimiento30	1955	START	1591122707736	1591122707736
USER	rendimiento30	1956	START	1591122707739	1591122707739
USER	rendimiento30	1957	START	1591122707741	1591122707741
REQUEST	329		request_4	1591122707685	1591122707743	OK	 
USER	rendimiento30	1958	START	1591122707744	1591122707744
REQUEST	529		List Products	1591122686160	1591122707761	OK	 
REQUEST	231		List Products	1591122685763	1591122707791	OK	 
REQUEST	104		Create Product	1591122686386	1591122707792	OK	 
REQUEST	1532		Home	1591122690769	1591122707843	OK	 
REQUEST	1531		Home	1591122690766	1591122707843	OK	 
REQUEST	691		Logged Redirect 1	1591122690784	1591122707844	OK	 
USER	rendimiento30	1959	START	1591122707844	1591122707844
USER	rendimiento30	1960	START	1591122707845	1591122707845
REQUEST	1530		Home	1591122690609	1591122707848	OK	 
REQUEST	1526		Home	1591122690491	1591122707849	OK	 
REQUEST	1534		Home	1591122690770	1591122707852	OK	 
REQUEST	1528		Home	1591122690601	1591122707853	OK	 
REQUEST	208		List Products	1591122684587	1591122707857	OK	 
REQUEST	261		Create Product	1591122686390	1591122707861	OK	 
REQUEST	1533		Home	1591122690771	1591122707862	OK	 
REQUEST	1529		Home	1591122690605	1591122707871	OK	 
REQUEST	721		Logged Redirect 1	1591122690856	1591122707871	OK	 
USER	rendimiento30	1961	START	1591122707927	1591122707927
USER	rendimiento30	1962	START	1591122707927	1591122707927
REQUEST	529		request_4	1591122707870	1591122707939	OK	 
REQUEST	247		Create product	1591122690765	1591122707964	OK	 
REQUEST	1535		Home	1591122690897	1591122707965	OK	 
USER	rendimiento30	1963	START	1591122708009	1591122708009
USER	rendimiento30	1964	START	1591122708013	1591122708013
USER	rendimiento30	1965	START	1591122708013	1591122708013
REQUEST	231		request_4	1591122707958	1591122708028	OK	 
REQUEST	208		request_4	1591122707973	1591122708053	OK	 
REQUEST	67		Create Product Redirect 1	1591122689488	1591122708065	OK	 
REQUEST	871		Logged	1591122690902	1591122708070	OK	 
REQUEST	533		List Products	1591122681420	1591122708118	OK	 
REQUEST	214		Create Product	1591122686800	1591122708119	OK	 
REQUEST	1542		Home	1591122691110	1591122708120	OK	 
USER	rendimiento30	1966	START	1591122708129	1591122708129
USER	rendimiento30	1967	START	1591122708130	1591122708130
USER	rendimiento30	1968	START	1591122708131	1591122708131
REQUEST	306		Create Product	1591122690904	1591122708133	OK	 
REQUEST	1538		Home	1591122691001	1591122708136	OK	 
REQUEST	586		Logged Redirect 1	1591122690923	1591122708137	OK	 
REQUEST	815		Logged	1591122686559	1591122708133	OK	 
REQUEST	816		Logged	1591122686792	1591122708138	OK	 
REQUEST	1536		Home	1591122690903	1591122708138	OK	 
REQUEST	1537		Home	1591122690903	1591122708141	OK	 
REQUEST	161		Create Product	1591122686945	1591122708142	OK	 
REQUEST	1540		Home	1591122691001	1591122708144	OK	 
REQUEST	1539		Home	1591122691002	1591122708155	OK	 
USER	rendimiento30	1969	START	1591122708204	1591122708204
USER	rendimiento30	1970	START	1591122708208	1591122708208
REQUEST	1541		Home	1591122691109	1591122708216	OK	 
REQUEST	617		Logged	1591122668510	1591122708322	OK	 
REQUEST	617		Logged Redirect 1	1591122708322	1591122708323	OK	 
USER	rendimiento30	1971	START	1591122708325	1591122708325
USER	rendimiento30	1972	START	1591122708331	1591122708331
USER	rendimiento30	1973	START	1591122708337	1591122708337
REQUEST	584		List Products	1591122686275	1591122708374	OK	 
REQUEST	356		Create Product	1591122683838	1591122708375	OK	 
REQUEST	277		Create product	1591122691115	1591122708380	OK	 
REQUEST	178		List Products	1591122691115	1591122708385	OK	 
USER	rendimiento30	1974	START	1591122708421	1591122708421
USER	rendimiento30	1975	START	1591122708423	1591122708423
REQUEST	197		Create Product	1591122683837	1591122708508	OK	 
REQUEST	168		Create Product Redirect 1	1591122707568	1591122708512	OK	 
USER	rendimiento30	1976	START	1591122708533	1591122708533
REQUEST	533		request_4	1591122708213	1591122708535	OK	 
USER	rendimiento30	1977	START	1591122708535	1591122708535
USER	rendimiento30	1978	START	1591122708536	1591122708536
REQUEST	486		List Products	1591122683668	1591122708567	OK	 
REQUEST	1543		Home	1591122691117	1591122708572	OK	 
REQUEST	332		List Products	1591122689641	1591122708572	OK	 
REQUEST	299		Create product	1591122691193	1591122708647	OK	 
USER	rendimiento30	1979	START	1591122708647	1591122708647
USER	rendimiento30	1980	START	1591122708648	1591122708648
USER	rendimiento30	1981	START	1591122708649	1591122708649
REQUEST	865		Logged	1591122691192	1591122708651	OK	 
REQUEST	369		Create Product	1591122691193	1591122708652	OK	 
REQUEST	737		Logged Redirect 1	1591122691241	1591122708653	OK	 
REQUEST	1545		Home	1591122691193	1591122708656	OK	 
REQUEST	376		Create Product	1591122683824	1591122708657	OK	 
REQUEST	728		Logged Redirect 1	1591122691250	1591122708658	OK	 
REQUEST	848		Logged	1591122691192	1591122708658	OK	 
REQUEST	1544		Home	1591122691193	1591122708661	OK	 
REQUEST	167		Create product	1591122691193	1591122708664	OK	 
REQUEST	775		Logged Redirect 1	1591122691252	1591122708666	OK	 
REQUEST	781		Logged	1591122683993	1591122708670	OK	 
REQUEST	749		Logged Redirect 1	1591122691232	1591122708676	OK	 
REQUEST	874		Logged	1591122691192	1591122708679	OK	 
REQUEST	730		Logged Redirect 1	1591122691254	1591122708682	OK	 
REQUEST	646		List Products	1591122686272	1591122708690	OK	 
REQUEST	417		List Products	1591122686614	1591122708767	OK	 
USER	rendimiento30	1982	START	1591122708807	1591122708807
USER	rendimiento30	1983	START	1591122708808	1591122708808
USER	rendimiento30	1984	START	1591122708808	1591122708808
USER	rendimiento30	1985	START	1591122708809	1591122708809
REQUEST	852		Logged	1591122691211	1591122708812	OK	 
REQUEST	1546		Home	1591122691291	1591122708814	OK	 
REQUEST	702		Logged	1591122676923	1591122708841	OK	 
REQUEST	332		request_4	1591122708811	1591122708877	OK	 
REQUEST	672		List Products	1591122686555	1591122708895	OK	 
REQUEST	785		Logged	1591122684111	1591122708896	OK	 
REQUEST	417		request_4	1591122708843	1591122708900	OK	 
REQUEST	873		Logged	1591122691296	1591122708901	OK	 
REQUEST	371		Create Product	1591122691296	1591122708904	OK	 
REQUEST	427		Create product	1591122691298	1591122708908	OK	 
REQUEST	1547		Home	1591122691297	1591122708911	OK	 
REQUEST	855		Logged	1591122691426	1591122708913	OK	 
REQUEST	316		request_4	1591122666482	1591122708921	OK	 
REQUEST	1554		Home	1591122691609	1591122708978	OK	 
REQUEST	1241		Login	1591122691812	1591122708979	OK	 
REQUEST	555		Logged Redirect 1	1591122692071	1591122708980	OK	 
REQUEST	1253		Login	1591122691962	1591122708980	OK	 
REQUEST	1269		Login	1591122692233	1591122708981	OK	 
REQUEST	1251		Login	1591122691962	1591122708981	OK	 
REQUEST	200		List Products	1591122675881	1591122708992	OK	 
USER	rendimiento30	1986	START	1591122708992	1591122708992
USER	rendimiento30	1988	START	1591122708997	1591122708997
USER	rendimiento30	1987	START	1591122708997	1591122708997
USER	rendimiento30	1989	START	1591122709002	1591122709002
USER	rendimiento30	1990	START	1591122709002	1591122709002
REQUEST	718		Logged Redirect 1	1591122691261	1591122709019	OK	 
REQUEST	878		Logged	1591122691970	1591122709025	OK	 
REQUEST	486		request_4	1591122708689	1591122709083	OK	 
USER	rendimiento30	1991	START	1591122709139	1591122709139
USER	rendimiento30	1992	START	1591122709139	1591122709139
USER	rendimiento30	1993	START	1591122709144	1591122709144
REQUEST	628		Logged	1591122670782	1591122709151	OK	 
REQUEST	628		Logged Redirect 1	1591122709152	1591122709153	OK	 
REQUEST	1255		Login	1591122691962	1591122709231	OK	 
USER	rendimiento30	1995	START	1591122709232	1591122709232
USER	rendimiento30	1994	START	1591122709232	1591122709232
USER	rendimiento30	1996	START	1591122709235	1591122709235
REQUEST	585		List Products	1591122691000	1591122709241	OK	 
USER	rendimiento30	1997	START	1591122709268	1591122709268
REQUEST	646		request_4	1591122708841	1591122709292	OK	 
REQUEST	672		request_4	1591122708989	1591122709326	OK	 
USER	rendimiento30	1998	START	1591122709347	1591122709347
REQUEST	200		request_4	1591122709252	1591122709350	OK	 
USER	rendimiento30	1999	START	1591122709351	1591122709351
USER	rendimiento30	2000	START	1591122709392	1591122709392
USER	rendimiento30	2001	START	1591122709431	1591122709431
USER	rendimiento30	42	END	1591122631110	1591122709445
REQUEST	274		Create Product Redirect 1	1591122694598	1591122709488	OK	 
REQUEST	891		Logged	1591122692212	1591122709492	OK	 
REQUEST	891		Logged Redirect 1	1591122709492	1591122709495	OK	 
REQUEST	881		Logged	1591122692152	1591122709496	OK	 
REQUEST	585		request_4	1591122709392	1591122709499	OK	 
REQUEST	881		Logged Redirect 1	1591122709496	1591122709501	OK	 
USER	rendimiento30	2002	START	1591122709540	1591122709540
USER	rendimiento30	2003	START	1591122709541	1591122709541
USER	rendimiento30	2004	START	1591122709566	1591122709566
REQUEST	217		List Products	1591122682261	1591122709612	OK	 
USER	rendimiento30	2005	START	1591122709628	1591122709628
USER	rendimiento30	2006	START	1591122709651	1591122709651
REQUEST	125		Create Product	1591122671429	1591122709661	OK	 
REQUEST	1571		Home	1591122692234	1591122709664	OK	 
REQUEST	1266		Login	1591122692470	1591122709665	OK	 
REQUEST	217		request_4	1591122709654	1591122709721	OK	 
USER	rendimiento30	2008	START	1591122709735	1591122709735
USER	rendimiento30	2007	START	1591122709735	1591122709735
REQUEST	598		List Products	1591122692378	1591122709747	OK	 
USER	rendimiento30	2009	START	1591122709814	1591122709814
REQUEST	1567		Home	1591122692074	1591122709815	OK	 
USER	rendimiento30	2010	START	1591122709814	1591122709814
REQUEST	1271		Login	1591122692232	1591122709819	OK	 
REQUEST	788		Logged	1591122684588	1591122709821	OK	 
REQUEST	537		List Products	1591122691289	1591122709828	OK	 
USER	rendimiento30	2011	START	1591122709838	1591122709838
REQUEST	554		List Products	1591122676915	1591122709884	OK	 
USER	rendimiento30	2012	START	1591122709937	1591122709937
USER	rendimiento30	2013	START	1591122709938	1591122709938
REQUEST	556		Logged Redirect 1	1591122691797	1591122709940	OK	 
REQUEST	884		Logged	1591122692172	1591122709941	OK	 
REQUEST	1236		Login	1591122691813	1591122709943	OK	 
