ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.rendimiento30	rendimiento30	1591122014600	 	3.3.1
REQUEST	553		Home	1591122026771	1591122026778	OK	 
REQUEST	302		Login	1591122026780	1591122026782	OK	 
REQUEST	50		Logged	1591122026781	1591122026784	OK	 
REQUEST	303		Login	1591122026780	1591122026784	OK	 
REQUEST	50		Logged Redirect 1	1591122026785	1591122026787	OK	 
USER	rendimiento30	554	START	1591122026800	1591122026800
REQUEST	51		Logged	1591122026801	1591122026803	OK	 
REQUEST	554		Home	1591122026801	1591122026806	OK	 
REQUEST	51		Logged Redirect 1	1591122026803	1591122026806	OK	 
USER	rendimiento30	555	START	1591122026821	1591122026821
REQUEST	304		Login	1591122026821	1591122026823	OK	 
REQUEST	52		Logged	1591122026821	1591122026824	OK	 
REQUEST	555		Home	1591122026821	1591122026827	OK	 
REQUEST	52		Logged Redirect 1	1591122026825	1591122026831	OK	 
USER	rendimiento30	556	START	1591122026841	1591122026841
REQUEST	305		Login	1591122026841	1591122026843	OK	 
REQUEST	53		Logged	1591122026841	1591122026848	OK	 
REQUEST	556		Home	1591122026841	1591122026850	OK	 
REQUEST	53		Logged Redirect 1	1591122026848	1591122026852	OK	 
REQUEST	54		Logged	1591122026851	1591122026854	OK	 
REQUEST	54		Logged Redirect 1	1591122026854	1591122026857	OK	 
USER	rendimiento30	557	START	1591122026861	1591122026861
REQUEST	306		Login	1591122026861	1591122026865	OK	 
REQUEST	557		Home	1591122026861	1591122026866	OK	 
REQUEST	55		Logged	1591122026871	1591122026872	OK	 
REQUEST	55		Logged Redirect 1	1591122026873	1591122026875	OK	 
USER	rendimiento30	558	START	1591122026881	1591122026881
REQUEST	307		Login	1591122026881	1591122026882	OK	 
REQUEST	558		Home	1591122026881	1591122026886	OK	 
REQUEST	56		Logged	1591122026891	1591122026892	OK	 
REQUEST	56		Logged Redirect 1	1591122026893	1591122026895	OK	 
USER	rendimiento30	559	START	1591122026901	1591122026901
REQUEST	308		Login	1591122026901	1591122026902	OK	 
REQUEST	559		Home	1591122026901	1591122026905	OK	 
USER	rendimiento30	560	START	1591122026921	1591122026921
REQUEST	309		Login	1591122026921	1591122026923	OK	 
REQUEST	57		Logged	1591122026921	1591122026924	OK	 
REQUEST	57		Logged Redirect 1	1591122026924	1591122026927	OK	 
REQUEST	560		Home	1591122026921	1591122026927	OK	 
USER	rendimiento30	561	START	1591122026941	1591122026941
REQUEST	310		Login	1591122026941	1591122026943	OK	 
REQUEST	58		Logged	1591122026941	1591122026944	OK	 
REQUEST	561		Home	1591122026941	1591122026948	OK	 
REQUEST	58		Logged Redirect 1	1591122026944	1591122026950	OK	 
USER	rendimiento30	562	START	1591122026961	1591122026961
REQUEST	311		Login	1591122026961	1591122026964	OK	 
REQUEST	59		Logged	1591122026961	1591122026965	OK	 
REQUEST	562		Home	1591122026961	1591122026969	OK	 
REQUEST	59		Logged Redirect 1	1591122026966	1591122026969	OK	 
USER	rendimiento30	563	START	1591122026981	1591122026981
REQUEST	312		Login	1591122026981	1591122026984	OK	 
REQUEST	60		Logged	1591122026981	1591122026985	OK	 
REQUEST	563		Home	1591122026982	1591122026988	OK	 
REQUEST	60		Logged Redirect 1	1591122026986	1591122026989	OK	 
USER	rendimiento30	564	START	1591122027001	1591122027001
REQUEST	313		Login	1591122027001	1591122027002	OK	 
REQUEST	61		Logged	1591122027001	1591122027004	OK	 
REQUEST	61		Logged Redirect 1	1591122027004	1591122027007	OK	 
REQUEST	564		Home	1591122027001	1591122027007	OK	 
USER	rendimiento30	565	START	1591122027022	1591122027022
REQUEST	314		Login	1591122027021	1591122027025	OK	 
REQUEST	62		Logged	1591122027021	1591122027026	OK	 
REQUEST	565		Home	1591122027022	1591122027029	OK	 
REQUEST	62		Logged Redirect 1	1591122027027	1591122027030	OK	 
USER	rendimiento30	566	START	1591122027042	1591122027042
REQUEST	315		Login	1591122027042	1591122027044	OK	 
REQUEST	63		Logged	1591122027042	1591122027045	OK	 
REQUEST	63		Logged Redirect 1	1591122027045	1591122027049	OK	 
REQUEST	566		Home	1591122027042	1591122027049	OK	 
USER	rendimiento30	567	START	1591122027062	1591122027062
REQUEST	64		Logged	1591122027062	1591122027067	OK	 
REQUEST	316		Login	1591122027062	1591122027067	OK	 
REQUEST	567		Home	1591122027063	1591122027070	OK	 
REQUEST	64		Logged Redirect 1	1591122027067	1591122027070	OK	 
USER	rendimiento30	568	START	1591122027077	1591122027077
REQUEST	317		Login	1591122027077	1591122027082	OK	 
REQUEST	65		Logged	1591122027078	1591122027083	OK	 
REQUEST	568		Home	1591122027077	1591122027086	OK	 
REQUEST	65		Logged Redirect 1	1591122027084	1591122027086	OK	 
REQUEST	318		Login	1591122027097	1591122027101	OK	 
REQUEST	66		Logged	1591122027098	1591122027103	OK	 
USER	rendimiento30	569	START	1591122027105	1591122027105
REQUEST	66		Logged Redirect 1	1591122027103	1591122027107	OK	 
REQUEST	569		Home	1591122027106	1591122027110	OK	 
USER	rendimiento30	570	START	1591122027119	1591122027119
REQUEST	319		Login	1591122027119	1591122027122	OK	 
REQUEST	570		Home	1591122027119	1591122027125	OK	 
REQUEST	68		Logged	1591122027129	1591122027132	OK	 
REQUEST	67		Logged	1591122027129	1591122027134	OK	 
REQUEST	68		Logged Redirect 1	1591122027133	1591122027137	OK	 
REQUEST	67		Logged Redirect 1	1591122027134	1591122027137	OK	 
USER	rendimiento30	571	START	1591122027139	1591122027139
REQUEST	320		Login	1591122027139	1591122027141	OK	 
REQUEST	571		Home	1591122027139	1591122027144	OK	 
REQUEST	321		Login	1591122027149	1591122027152	OK	 
REQUEST	69		Logged	1591122027149	1591122027154	OK	 
USER	rendimiento30	572	START	1591122027159	1591122027159
REQUEST	69		Logged Redirect 1	1591122027155	1591122027171	OK	 
REQUEST	322		Login	1591122027169	1591122027173	OK	 
REQUEST	572		Home	1591122027159	1591122027174	OK	 
REQUEST	70		Logged	1591122027169	1591122027176	OK	 
REQUEST	70		Logged Redirect 1	1591122027176	1591122027179	OK	 
USER	rendimiento30	573	START	1591122027179	1591122027179
REQUEST	573		Home	1591122027179	1591122027184	OK	 
REQUEST	323		Login	1591122027189	1591122027191	OK	 
REQUEST	71		Logged	1591122027189	1591122027191	OK	 
REQUEST	71		Logged Redirect 1	1591122027192	1591122027195	OK	 
USER	rendimiento30	574	START	1591122027199	1591122027199
REQUEST	574		Home	1591122027199	1591122027203	OK	 
REQUEST	324		Login	1591122027209	1591122027211	OK	 
REQUEST	72		Logged	1591122027209	1591122027212	OK	 
REQUEST	72		Logged Redirect 1	1591122027213	1591122027218	OK	 
USER	rendimiento30	575	START	1591122027219	1591122027219
REQUEST	575		Home	1591122027219	1591122027224	OK	 
REQUEST	325		Login	1591122027229	1591122027230	OK	 
REQUEST	73		Logged	1591122027229	1591122027232	OK	 
REQUEST	73		Logged Redirect 1	1591122027232	1591122027235	OK	 
USER	rendimiento30	576	START	1591122027239	1591122027239
REQUEST	576		Home	1591122027239	1591122027243	OK	 
REQUEST	74		Logged	1591122027249	1591122027251	OK	 
REQUEST	326		Login	1591122027249	1591122027251	OK	 
REQUEST	74		Logged Redirect 1	1591122027251	1591122027254	OK	 
USER	rendimiento30	577	START	1591122027259	1591122027259
REQUEST	577		Home	1591122027259	1591122027263	OK	 
REQUEST	327		Login	1591122027269	1591122027270	OK	 
REQUEST	75		Logged	1591122027269	1591122027271	OK	 
REQUEST	75		Logged Redirect 1	1591122027271	1591122027274	OK	 
USER	rendimiento30	578	START	1591122027279	1591122027279
REQUEST	578		Home	1591122027279	1591122027284	OK	 
REQUEST	328		Login	1591122027289	1591122027291	OK	 
REQUEST	76		Logged	1591122027289	1591122027291	OK	 
REQUEST	76		Logged Redirect 1	1591122027292	1591122027294	OK	 
USER	rendimiento30	579	START	1591122027299	1591122027299
REQUEST	579		Home	1591122027299	1591122027304	OK	 
REQUEST	329		Login	1591122027309	1591122027311	OK	 
REQUEST	77		Logged	1591122027309	1591122027311	OK	 
REQUEST	77		Logged Redirect 1	1591122027312	1591122027315	OK	 
USER	rendimiento30	580	START	1591122027319	1591122027319
REQUEST	580		Home	1591122027319	1591122027324	OK	 
REQUEST	78		Logged	1591122027329	1591122027331	OK	 
REQUEST	330		Login	1591122027329	1591122027331	OK	 
REQUEST	78		Logged Redirect 1	1591122027332	1591122027335	OK	 
USER	rendimiento30	581	START	1591122027339	1591122027339
REQUEST	581		Home	1591122027339	1591122027343	OK	 
REQUEST	79		Logged	1591122027349	1591122027351	OK	 
REQUEST	331		Login	1591122027349	1591122027351	OK	 
REQUEST	79		Logged Redirect 1	1591122027351	1591122027354	OK	 
USER	rendimiento30	582	START	1591122027359	1591122027359
REQUEST	582		Home	1591122027359	1591122027363	OK	 
REQUEST	332		Login	1591122027369	1591122027370	OK	 
REQUEST	80		Logged	1591122027369	1591122027371	OK	 
REQUEST	80		Logged Redirect 1	1591122027371	1591122027374	OK	 
USER	rendimiento30	583	START	1591122027379	1591122027379
REQUEST	583		Home	1591122027379	1591122027384	OK	 
REQUEST	333		Login	1591122027389	1591122027391	OK	 
REQUEST	81		Logged	1591122027389	1591122027391	OK	 
REQUEST	81		Logged Redirect 1	1591122027392	1591122027394	OK	 
USER	rendimiento30	584	START	1591122027399	1591122027399
REQUEST	584		Home	1591122027399	1591122027404	OK	 
REQUEST	82		Logged	1591122027409	1591122027411	OK	 
REQUEST	82		Logged Redirect 1	1591122027412	1591122027415	OK	 
USER	rendimiento30	585	START	1591122027419	1591122027419
REQUEST	83		Logged	1591122027419	1591122027421	OK	 
REQUEST	83		Logged Redirect 1	1591122027422	1591122027425	OK	 
USER	rendimiento30	586	START	1591122027440	1591122027440
REQUEST	335		Login	1591122027439	1591122027443	OK	 
REQUEST	585		Home	1591122027419	1591122027444	OK	 
REQUEST	334		Login	1591122027439	1591122027445	OK	 
REQUEST	586		Home	1591122027440	1591122027447	OK	 
REQUEST	84		Logged	1591122027451	1591122027452	OK	 
REQUEST	336		Login	1591122027449	1591122027452	OK	 
REQUEST	84		Logged Redirect 1	1591122027453	1591122027456	OK	 
USER	rendimiento30	587	START	1591122027460	1591122027460
REQUEST	587		Home	1591122027460	1591122027472	OK	 
USER	rendimiento30	588	START	1591122027481	1591122027481
REQUEST	337		Login	1591122027480	1591122027486	OK	 
REQUEST	85		Logged	1591122027481	1591122027488	OK	 
REQUEST	85		Logged Redirect 1	1591122027489	1591122027492	OK	 
REQUEST	588		Home	1591122027482	1591122027494	OK	 
USER	rendimiento30	589	START	1591122027501	1591122027501
REQUEST	86		Logged	1591122027501	1591122027505	OK	 
REQUEST	338		Login	1591122027501	1591122027505	OK	 
REQUEST	86		Logged Redirect 1	1591122027505	1591122027508	OK	 
REQUEST	589		Home	1591122027502	1591122027508	OK	 
REQUEST	339		Login	1591122027518	1591122027519	OK	 
REQUEST	87		Logged	1591122027522	1591122027524	OK	 
USER	rendimiento30	590	START	1591122027526	1591122027526
REQUEST	87		Logged Redirect 1	1591122027524	1591122027527	OK	 
REQUEST	590		Home	1591122027527	1591122027531	OK	 
REQUEST	340		Login	1591122027539	1591122027540	OK	 
USER	rendimiento30	591	START	1591122027542	1591122027542
REQUEST	88		Logged	1591122027542	1591122027544	OK	 
REQUEST	591		Home	1591122027542	1591122027546	OK	 
REQUEST	88		Logged Redirect 1	1591122027545	1591122027547	OK	 
USER	rendimiento30	592	START	1591122027559	1591122027559
REQUEST	341		Login	1591122027559	1591122027561	OK	 
REQUEST	89		Logged	1591122027559	1591122027563	OK	 
REQUEST	592		Home	1591122027559	1591122027565	OK	 
REQUEST	89		Logged Redirect 1	1591122027563	1591122027566	OK	 
USER	rendimiento30	593	START	1591122027579	1591122027579
REQUEST	342		Login	1591122027579	1591122027581	OK	 
REQUEST	90		Logged	1591122027579	1591122027583	OK	 
REQUEST	593		Home	1591122027579	1591122027586	OK	 
REQUEST	90		Logged Redirect 1	1591122027584	1591122027587	OK	 
USER	rendimiento30	594	START	1591122027600	1591122027600
REQUEST	343		Login	1591122027599	1591122027601	OK	 
REQUEST	91		Logged	1591122027600	1591122027602	OK	 
REQUEST	91		Logged Redirect 1	1591122027602	1591122027606	OK	 
REQUEST	594		Home	1591122027601	1591122027606	OK	 
USER	rendimiento30	595	START	1591122027620	1591122027620
REQUEST	92		Logged	1591122027620	1591122027622	OK	 
REQUEST	344		Login	1591122027620	1591122027623	OK	 
REQUEST	595		Home	1591122027620	1591122027625	OK	 
REQUEST	92		Logged Redirect 1	1591122027623	1591122027626	OK	 
USER	rendimiento30	596	START	1591122027640	1591122027640
REQUEST	345		Login	1591122027640	1591122027642	OK	 
REQUEST	93		Logged	1591122027641	1591122027643	OK	 
REQUEST	596		Home	1591122027641	1591122027646	OK	 
REQUEST	93		Logged Redirect 1	1591122027644	1591122027646	OK	 
REQUEST	346		Login	1591122027660	1591122027662	OK	 
REQUEST	94		Logged	1591122027661	1591122027664	OK	 
REQUEST	597		Home	1591122027661	1591122027666	OK	 
REQUEST	94		Logged Redirect 1	1591122027664	1591122027668	OK	 
USER	rendimiento30	597	START	1591122027660	1591122027660
USER	rendimiento30	598	START	1591122027680	1591122027680
REQUEST	347		Login	1591122027680	1591122027682	OK	 
REQUEST	95		Logged	1591122027680	1591122027683	OK	 
REQUEST	598		Home	1591122027680	1591122027686	OK	 
REQUEST	95		Logged Redirect 1	1591122027683	1591122027687	OK	 
USER	rendimiento30	599	START	1591122027700	1591122027700
REQUEST	348		Login	1591122027700	1591122027703	OK	 
REQUEST	96		Logged	1591122027701	1591122027703	OK	 
REQUEST	599		Home	1591122027701	1591122027705	OK	 
REQUEST	96		Logged Redirect 1	1591122027704	1591122027707	OK	 
USER	rendimiento30	600	START	1591122027720	1591122027720
REQUEST	349		Login	1591122027720	1591122027722	OK	 
REQUEST	97		Logged	1591122027721	1591122027723	OK	 
REQUEST	600		Home	1591122027721	1591122027726	OK	 
REQUEST	97		Logged Redirect 1	1591122027724	1591122027728	OK	 
USER	rendimiento30	601	START	1591122027740	1591122027740
REQUEST	350		Login	1591122027740	1591122027742	OK	 
REQUEST	98		Logged	1591122027741	1591122027743	OK	 
REQUEST	601		Home	1591122027741	1591122027745	OK	 
REQUEST	98		Logged Redirect 1	1591122027744	1591122027746	OK	 
USER	rendimiento30	602	START	1591122027760	1591122027760
USER	rendimiento30	603	START	1591122027760	1591122027760
REQUEST	351		Login	1591122027760	1591122027763	OK	 
REQUEST	602		Home	1591122027761	1591122027766	OK	 
REQUEST	603		Home	1591122027761	1591122027769	OK	 
REQUEST	99		Logged	1591122027781	1591122027782	OK	 
REQUEST	100		Logged	1591122027781	1591122027782	OK	 
REQUEST	100		Logged Redirect 1	1591122027783	1591122027786	OK	 
REQUEST	99		Logged Redirect 1	1591122027783	1591122027786	OK	 
REQUEST	103		Logged	1591122027791	1591122027793	OK	 
REQUEST	103		Logged Redirect 1	1591122027793	1591122027796	OK	 
USER	rendimiento30	604	START	1591122027800	1591122027800
REQUEST	101		Logged	1591122027801	1591122027802	OK	 
REQUEST	101		Logged Redirect 1	1591122027803	1591122027805	OK	 
REQUEST	604		Home	1591122027801	1591122027805	OK	 
REQUEST	353		Login	1591122027810	1591122027812	OK	 
REQUEST	352		Login	1591122027810	1591122027812	OK	 
USER	rendimiento30	605	START	1591122027820	1591122027820
REQUEST	102		Logged	1591122027821	1591122027822	OK	 
REQUEST	605		Home	1591122027821	1591122027825	OK	 
REQUEST	102		Logged Redirect 1	1591122027823	1591122027825	OK	 
REQUEST	354		Login	1591122027830	1591122027832	OK	 
REQUEST	104		Logged	1591122027831	1591122027832	OK	 
REQUEST	104		Logged Redirect 1	1591122027833	1591122027835	OK	 
USER	rendimiento30	606	START	1591122027840	1591122027840
REQUEST	606		Home	1591122027841	1591122027845	OK	 
REQUEST	105		Logged	1591122027851	1591122027853	OK	 
REQUEST	105		Logged Redirect 1	1591122027853	1591122027855	OK	 
USER	rendimiento30	607	START	1591122027860	1591122027860
REQUEST	355		Login	1591122027861	1591122027862	OK	 
REQUEST	607		Home	1591122027861	1591122027866	OK	 
REQUEST	106		Logged	1591122027871	1591122027872	OK	 
REQUEST	106		Logged Redirect 1	1591122027873	1591122027875	OK	 
USER	rendimiento30	608	START	1591122027880	1591122027880
REQUEST	356		Login	1591122027880	1591122027882	OK	 
REQUEST	608		Home	1591122027881	1591122027886	OK	 
REQUEST	107		Logged	1591122027891	1591122027892	OK	 
REQUEST	107		Logged Redirect 1	1591122027893	1591122027895	OK	 
USER	rendimiento30	609	START	1591122027900	1591122027900
REQUEST	357		Login	1591122027900	1591122027904	OK	 
REQUEST	609		Home	1591122027901	1591122027910	OK	 
REQUEST	108		Logged	1591122027911	1591122027912	OK	 
REQUEST	108		Logged Redirect 1	1591122027913	1591122027915	OK	 
USER	rendimiento30	610	START	1591122027920	1591122027920
REQUEST	358		Login	1591122027920	1591122027923	OK	 
REQUEST	610		Home	1591122027921	1591122027925	OK	 
REQUEST	109		Logged	1591122027931	1591122027932	OK	 
REQUEST	109		Logged Redirect 1	1591122027933	1591122027935	OK	 
USER	rendimiento30	611	START	1591122027940	1591122027940
REQUEST	359		Login	1591122027940	1591122027942	OK	 
REQUEST	611		Home	1591122027941	1591122027945	OK	 
REQUEST	110		Logged	1591122027951	1591122027953	OK	 
REQUEST	110		Logged Redirect 1	1591122027953	1591122027956	OK	 
USER	rendimiento30	612	START	1591122027960	1591122027960
REQUEST	360		Login	1591122027960	1591122027962	OK	 
REQUEST	612		Home	1591122027961	1591122027966	OK	 
REQUEST	111		Logged	1591122027971	1591122027972	OK	 
REQUEST	111		Logged Redirect 1	1591122027973	1591122027975	OK	 
USER	rendimiento30	613	START	1591122027980	1591122027980
REQUEST	361		Login	1591122027980	1591122027982	OK	 
REQUEST	613		Home	1591122027981	1591122027985	OK	 
REQUEST	112		Logged	1591122027991	1591122027992	OK	 
REQUEST	112		Logged Redirect 1	1591122027993	1591122027995	OK	 
USER	rendimiento30	614	START	1591122028000	1591122028000
REQUEST	362		Login	1591122028000	1591122028003	OK	 
REQUEST	614		Home	1591122028001	1591122028005	OK	 
REQUEST	113		Logged	1591122028011	1591122028012	OK	 
REQUEST	113		Logged Redirect 1	1591122028013	1591122028015	OK	 
USER	rendimiento30	615	START	1591122028020	1591122028020
REQUEST	363		Login	1591122028020	1591122028024	OK	 
REQUEST	615		Home	1591122028021	1591122028026	OK	 
REQUEST	114		Logged	1591122028031	1591122028032	OK	 
REQUEST	114		Logged Redirect 1	1591122028033	1591122028035	OK	 
USER	rendimiento30	616	START	1591122028050	1591122028050
REQUEST	364		Login	1591122028050	1591122028053	OK	 
REQUEST	115		Logged	1591122028051	1591122028054	OK	 
REQUEST	616		Home	1591122028050	1591122028056	OK	 
REQUEST	115		Logged Redirect 1	1591122028055	1591122028057	OK	 
USER	rendimiento30	617	START	1591122028059	1591122028059
REQUEST	365		Login	1591122028059	1591122028061	OK	 
REQUEST	617		Home	1591122028060	1591122028064	OK	 
REQUEST	116		Logged	1591122028070	1591122028071	OK	 
REQUEST	116		Logged Redirect 1	1591122028072	1591122028074	OK	 
USER	rendimiento30	618	START	1591122028079	1591122028079
REQUEST	366		Login	1591122028080	1591122028081	OK	 
REQUEST	618		Home	1591122028080	1591122028084	OK	 
REQUEST	117		Logged	1591122028090	1591122028091	OK	 
REQUEST	117		Logged Redirect 1	1591122028092	1591122028094	OK	 
USER	rendimiento30	619	START	1591122028099	1591122028099
REQUEST	619		Home	1591122028100	1591122028104	OK	 
REQUEST	367		Login	1591122028110	1591122028111	OK	 
REQUEST	118		Logged	1591122028110	1591122028111	OK	 
REQUEST	118		Logged Redirect 1	1591122028112	1591122028114	OK	 
USER	rendimiento30	620	START	1591122028119	1591122028119
REQUEST	620		Home	1591122028120	1591122028124	OK	 
REQUEST	368		Login	1591122028130	1591122028131	OK	 
REQUEST	119		Logged	1591122028130	1591122028131	OK	 
REQUEST	119		Logged Redirect 1	1591122028132	1591122028134	OK	 
USER	rendimiento30	621	START	1591122028139	1591122028139
REQUEST	369		Login	1591122028140	1591122028141	OK	 
REQUEST	621		Home	1591122028140	1591122028144	OK	 
REQUEST	120		Logged	1591122028150	1591122028151	OK	 
REQUEST	120		Logged Redirect 1	1591122028152	1591122028155	OK	 
USER	rendimiento30	622	START	1591122028159	1591122028159
REQUEST	370		Login	1591122028160	1591122028161	OK	 
REQUEST	622		Home	1591122028160	1591122028164	OK	 
REQUEST	121		Logged	1591122028170	1591122028172	OK	 
REQUEST	121		Logged Redirect 1	1591122028172	1591122028175	OK	 
USER	rendimiento30	623	START	1591122028179	1591122028179
REQUEST	371		Login	1591122028180	1591122028181	OK	 
REQUEST	623		Home	1591122028180	1591122028184	OK	 
REQUEST	122		Logged	1591122028190	1591122028191	OK	 
REQUEST	122		Logged Redirect 1	1591122028192	1591122028194	OK	 
USER	rendimiento30	624	START	1591122028199	1591122028199
REQUEST	372		Login	1591122028200	1591122028201	OK	 
REQUEST	624		Home	1591122028200	1591122028205	OK	 
REQUEST	123		Logged	1591122028210	1591122028211	OK	 
REQUEST	123		Logged Redirect 1	1591122028212	1591122028214	OK	 
USER	rendimiento30	625	START	1591122028219	1591122028219
REQUEST	373		Login	1591122028220	1591122028221	OK	 
REQUEST	625		Home	1591122028220	1591122028224	OK	 
REQUEST	124		Logged	1591122028230	1591122028231	OK	 
REQUEST	124		Logged Redirect 1	1591122028232	1591122028234	OK	 
USER	rendimiento30	626	START	1591122028239	1591122028239
REQUEST	374		Login	1591122028240	1591122028241	OK	 
REQUEST	626		Home	1591122028240	1591122028244	OK	 
REQUEST	125		Logged	1591122028250	1591122028251	OK	 
REQUEST	125		Logged Redirect 1	1591122028252	1591122028255	OK	 
USER	rendimiento30	627	START	1591122028259	1591122028259
REQUEST	375		Login	1591122028260	1591122028261	OK	 
REQUEST	627		Home	1591122028260	1591122028264	OK	 
USER	rendimiento30	628	START	1591122028279	1591122028279
REQUEST	376		Login	1591122028280	1591122028281	OK	 
REQUEST	628		Home	1591122028280	1591122028284	OK	 
REQUEST	127		Logged	1591122028290	1591122028291	OK	 
REQUEST	127		Logged Redirect 1	1591122028292	1591122028294	OK	 
USER	rendimiento30	629	START	1591122028299	1591122028299
REQUEST	126		Logged	1591122028300	1591122028301	OK	 
REQUEST	377		Login	1591122028300	1591122028304	OK	 
REQUEST	126		Logged Redirect 1	1591122028302	1591122028305	OK	 
REQUEST	629		Home	1591122028300	1591122028307	OK	 
REQUEST	128		Logged	1591122028310	1591122028311	OK	 
REQUEST	128		Logged Redirect 1	1591122028312	1591122028314	OK	 
USER	rendimiento30	630	START	1591122028320	1591122028320
REQUEST	378		Login	1591122028320	1591122028322	OK	 
REQUEST	630		Home	1591122028320	1591122028325	OK	 
REQUEST	129		Logged	1591122028330	1591122028332	OK	 
REQUEST	129		Logged Redirect 1	1591122028332	1591122028335	OK	 
USER	rendimiento30	631	START	1591122028340	1591122028340
REQUEST	379		Login	1591122028340	1591122028341	OK	 
REQUEST	631		Home	1591122028340	1591122028344	OK	 
REQUEST	130		Logged	1591122028350	1591122028352	OK	 
REQUEST	130		Logged Redirect 1	1591122028352	1591122028355	OK	 
USER	rendimiento30	632	START	1591122028360	1591122028360
REQUEST	131		Logged	1591122028360	1591122028362	OK	 
REQUEST	380		Login	1591122028360	1591122028364	OK	 
REQUEST	632		Home	1591122028360	1591122028366	OK	 
REQUEST	131		Logged Redirect 1	1591122028363	1591122028367	OK	 
USER	rendimiento30	633	START	1591122028380	1591122028380
REQUEST	381		Login	1591122028380	1591122028381	OK	 
REQUEST	633		Home	1591122028380	1591122028384	OK	 
REQUEST	132		Logged	1591122028390	1591122028391	OK	 
REQUEST	132		Logged Redirect 1	1591122028392	1591122028394	OK	 
USER	rendimiento30	634	START	1591122028400	1591122028400
REQUEST	382		Login	1591122028400	1591122028403	OK	 
USER	rendimiento30	635	START	1591122028420	1591122028420
REQUEST	133		Logged	1591122028420	1591122028423	OK	 
REQUEST	133		Logged Redirect 1	1591122028424	1591122028427	OK	 
REQUEST	134		Logged	1591122028430	1591122028431	OK	 
REQUEST	134		Logged Redirect 1	1591122028432	1591122028435	OK	 
REQUEST	634		Home	1591122028400	1591122028437	OK	 
REQUEST	635		Home	1591122028420	1591122028437	OK	 
USER	rendimiento30	636	START	1591122028440	1591122028440
REQUEST	636		Home	1591122028440	1591122028444	OK	 
REQUEST	383		Login	1591122028450	1591122028451	OK	 
REQUEST	384		Login	1591122028450	1591122028451	OK	 
REQUEST	135		Logged	1591122028450	1591122028455	OK	 
REQUEST	135		Logged Redirect 1	1591122028455	1591122028458	OK	 
USER	rendimiento30	637	START	1591122028460	1591122028460
REQUEST	385		Login	1591122028460	1591122028466	OK	 
REQUEST	637		Home	1591122028462	1591122028467	OK	 
REQUEST	136		Logged	1591122028470	1591122028474	OK	 
REQUEST	136		Logged Redirect 1	1591122028474	1591122028477	OK	 
USER	rendimiento30	638	START	1591122028480	1591122028480
REQUEST	386		Login	1591122028480	1591122028483	OK	 
REQUEST	638		Home	1591122028480	1591122028486	OK	 
REQUEST	137		Logged	1591122028490	1591122028491	OK	 
REQUEST	137		Logged Redirect 1	1591122028492	1591122028495	OK	 
REQUEST	387		Login	1591122028500	1591122028501	OK	 
REQUEST	138		Logged	1591122028510	1591122028512	OK	 
REQUEST	138		Logged Redirect 1	1591122028512	1591122028514	OK	 
REQUEST	388		Login	1591122028520	1591122028522	OK	 
REQUEST	139		Logged	1591122028540	1591122028542	OK	 
REQUEST	139		Logged Redirect 1	1591122028542	1591122028544	OK	 
REQUEST	389		Login	1591122028550	1591122028552	OK	 
REQUEST	140		Logged	1591122028550	1591122028553	OK	 
REQUEST	140		Logged Redirect 1	1591122028553	1591122028557	OK	 
USER	rendimiento30	642	START	1591122028560	1591122028560
REQUEST	390		Login	1591122028560	1591122028561	OK	 
REQUEST	642		Home	1591122028560	1591122028565	OK	 
REQUEST	141		Logged	1591122028570	1591122028572	OK	 
REQUEST	141		Logged Redirect 1	1591122028573	1591122028575	OK	 
USER	rendimiento30	643	START	1591122028580	1591122028580
USER	rendimiento30	641	START	1591122028540	1591122028540
REQUEST	641		Home	1591122028576	1591122028584	OK	 
USER	rendimiento30	639	START	1591122028500	1591122028500
USER	rendimiento30	640	START	1591122028520	1591122028520
REQUEST	391		Login	1591122028580	1591122028589	OK	 
REQUEST	643		Home	1591122028580	1591122028593	OK	 
REQUEST	640		Home	1591122028585	1591122028594	OK	 
REQUEST	142		Logged	1591122028590	1591122028594	OK	 
REQUEST	639		Home	1591122028585	1591122028597	OK	 
REQUEST	142		Logged Redirect 1	1591122028595	1591122028598	OK	 
USER	rendimiento30	644	START	1591122028600	1591122028600
REQUEST	392		Login	1591122028600	1591122028603	OK	 
REQUEST	644		Home	1591122028600	1591122028605	OK	 
REQUEST	143		Logged	1591122028610	1591122028611	OK	 
REQUEST	143		Logged Redirect 1	1591122028612	1591122028614	OK	 
USER	rendimiento30	645	START	1591122028620	1591122028620
REQUEST	393		Login	1591122028620	1591122028623	OK	 
REQUEST	645		Home	1591122028620	1591122028625	OK	 
REQUEST	144		Logged	1591122028630	1591122028632	OK	 
REQUEST	144		Logged Redirect 1	1591122028633	1591122028636	OK	 
USER	rendimiento30	646	START	1591122028640	1591122028640
REQUEST	394		Login	1591122028640	1591122028641	OK	 
REQUEST	646		Home	1591122028640	1591122028645	OK	 
REQUEST	145		Logged	1591122028650	1591122028651	OK	 
REQUEST	145		Logged Redirect 1	1591122028652	1591122028655	OK	 
USER	rendimiento30	647	START	1591122028660	1591122028660
REQUEST	395		Login	1591122028660	1591122028661	OK	 
USER	rendimiento30	648	START	1591122028680	1591122028680
